obj_name,nb_kp,descriptors
stegosaurus,162,"[[21.  0.  0. ...  0.  0.  0.]
 [26. 34.  0. ...  0.  0.  0.]
 [ 1. 53. 70. ... 29. 26.  8.]
 ...
 [ 0.  0.  0. ...  0.  0.  0.]
 [12.  0.  0. ...  0.  0.  0.]
 [ 6.  0.  0. ... 94.  4. 15.]]"
wrench,107,"[[  0.   0.   0. ...   4.   9.   2.]
 [  6.   1.   0. ...   0.   0.   0.]
 [101.  20.   0. ...   1.   8.   9.]
 ...
 [ 99. 113.   3. ...   2.   1.   0.]
 [ 15.   4.   1. ...  20.   3.   0.]
 [  3.  15.   5. ...   0.   0.   1.]]"
airplanes,51,"[[ 10.   1.   0. ...  95.   0.   0.]
 [ 28.   0.   0. ...  62.   5.  19.]
 [ 84.  11.   0. ...   6.   9.  57.]
 ...
 [  1.   0.   9. ... 132.  62.   0.]
 [ 36.   1.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]]"
Faces,153,"[[ 3.  8. 12. ...  2.  1.  5.]
 [ 0.  0.  0. ... 56.  8.  4.]
 [16.  0.  0. ...  0.  0. 27.]
 ...
 [ 5.  0.  0. ...  0.  0.  0.]
 [ 4. 12. 16. ...  3.  0.  0.]
 [18. 28. 51. ...  1. 17. 20.]]"
dragonfly,107,"[[33.  4.  1. ...  2.  0.  0.]
 [17. 26.  1. ...  0.  0.  0.]
 [ 0.  0.  0. ...  8.  0.  0.]
 ...
 [39. 12.  0. ...  0.  0.  0.]
 [ 3.  0.  0. ... 21.  8. 39.]
 [ 0.  0.  7. ... 46.  4.  9.]]"
minaret,63,"[[  0.   0.   0. ...   0.   0.   2.]
 [120.   9.   0. ...   7.   0.   0.]
 [108.  14.   6. ...   4.   0.   0.]
 ...
 [ 19.   1.   0. ...   0.   6.  97.]
 [  0.   0.   1. ...   0.  92.  37.]
 [  2.   9.  11. ...   0.   2.   7.]]"
Faces,94,"[[ 0.  0. 13. ...  0.  0.  0.]
 [13. 10.  5. ...  2.  0.  0.]
 [ 0.  0.  0. ... 12.  1.  2.]
 ...
 [ 0.  1. 35. ...  0.  0.  1.]
 [ 0.  0. 67. ...  0.  0.  1.]
 [ 9.  7.  2. ...  0.  0.  0.]]"
scorpion,145,"[[  0.   0.   0. ...  18.  14.   5.]
 [  5.   3.   0. ...   0.   0.   4.]
 [  0.   0.   3. ...  36.   0.   0.]
 ...
 [ 93. 121.   8. ...   1.   2.   0.]
 [  8.  75. 102. ...   1.  11.   5.]
 [  2.   1.   1. ...   0.   1.   1.]]"
Faces_easy,147,"[[  5. 145.  80. ...   0.   0.   1.]
 [  0.  65. 113. ...   1.   1.   0.]
 [  3.   3.  19. ...  14.   3.   0.]
 ...
 [ 39.   0.   0. ...   0.   0.   0.]
 [ 64.  66.  61. ...   0.   0.   0.]
 [ 57.   7.   0. ...   0.   0.   0.]]"
wheelchair,252,"[[ 0.  0.  1. ...  0.  0.  0.]
 [ 5.  0.  0. ... 11.  0.  0.]
 [ 6.  0.  0. ...  8.  0.  0.]
 ...
 [18. 13.  6. ...  0.  0.  3.]
 [ 0.  1. 13. ... 13. 14. 39.]
 [29. 13. 13. ...  1. 13. 26.]]"
umbrella,101,"[[ 1.  0.  0. ...  0.  2.  3.]
 [ 2.  0.  0. ... 14. 13.  7.]
 [94.  3.  0. ... 13.  5.  1.]
 ...
 [30.  0.  0. ...  0.  0.  0.]
 [48.  3.  0. ... 13. 16.  7.]
 [77.  6.  0. ...  0.  0.  0.]]"
Faces,78,"[[ 0.  4.  2. ...  2.  0.  0.]
 [ 0.  1.  8. ...  0.  0.  0.]
 [ 0.  0.  1. ...  0.  0.  1.]
 ...
 [10. 19.  3. ...  1.  0.  7.]
 [ 3.  1.  0. ... 19.  1. 24.]
 [ 6.  3.  0. ... 39.  0.  4.]]"
car_side,105,"[[  8.   0.   3. ...   1.   0.   0.]
 [ 46.  33.  32. ...  13.   5.   0.]
 [  0.   7.  50. ...   0.   2.   0.]
 ...
 [  0.   0.  10. ...   0.   0.   4.]
 [ 25.  25.   9. ...   0.   0.   0.]
 [ 89. 139.   5. ...   0.   0.   0.]]"
bonsai,120,"[[ 62.  82.   1. ...   5.   1.   0.]
 [ 40.  10.   0. ...   6.   0.   3.]
 [  6.  24.   7. ...   0.   0.  27.]
 ...
 [ 66. 134.   4. ...   0.   0.   0.]
 [  6.   3.   1. ...   0.   0.   0.]
 [  5.  17.   0. ...  12.   0.   0.]]"
electric_guitar,86,"[[ 66.   3.   3. ...   0.   0.   2.]
 [ 63.  18.   1. ...   4.   0.   0.]
 [ 23.   3.   0. ...   0.   0.   3.]
 ...
 [110.  16.   0. ...   2.   6.  29.]
 [ 25.  17.   3. ...   0.   0.   2.]
 [120.   0.   0. ...   9.   2.  13.]]"
airplanes,49,"[[ 18.   1.   1. ...   0.   1.   3.]
 [  0.   0.   0. ...   0.   0.   0.]
 [ 18. 123.  66. ...   0.   0.   0.]
 ...
 [ 23. 162.  11. ...   4.   1.   0.]
 [  2.   0.   0. ...  85.  22.   2.]
 [  4.   6.  82. ...   0.   0.   0.]]"
scissors,56,"[[ 0.  0.  0. ...  8.  1.  0.]
 [ 6. 17.  6. ...  2.  7.  2.]
 [ 0.  0. 11. ...  4.  0.  0.]
 ...
 [ 1.  6.  3. ...  0.  0.  3.]
 [ 0.  0.  0. ...  7.  5.  6.]
 [ 3.  5.  1. ...  0.  0. 12.]]"
starfish,76,"[[ 20.  31.  14. ...   2.  20.  42.]
 [  1.   1.   0. ...   0.   0.   0.]
 [ 30.  11.   2. ...   0.   0.   0.]
 ...
 [132.  25.   0. ...   2.  10.   1.]
 [ 20.  30.   6. ...  15.   0.   0.]
 [121.  12.   0. ...  34.   6.   0.]]"
Motorbikes,167,"[[  0.  19. 151. ...   0.   0.   0.]
 [  3.   2.   1. ...   0.   0.   0.]
 [  0.   5.  16. ...   0.   0.   0.]
 ...
 [ 85.   7.   0. ...  28.  33.   0.]
 [ 45.   2.   0. ...  76.  14.   3.]
 [ 22.  13.   4. ...   0.   3.   4.]]"
water_lilly,146,"[[ 79. 136.  21. ...   2.   0.   0.]
 [  4.   7.   0. ... 134.  81.   0.]
 [ 12.   0.   0. ...   0.   0.   0.]
 ...
 [  1.   8.   2. ...  15.   1.   0.]
 [ 26.   3.   0. ...   7.  53.   4.]
 [ 38.  54.   4. ...   7.  14.  14.]]"
Motorbikes,137,"[[  3.   1.  11. ...   0.   0.   0.]
 [ 41.   2.   0. ...   0.   0.   1.]
 [  0.   4.  57. ...   0.   0.   3.]
 ...
 [  0.   3.  65. ...   0.   0.   2.]
 [  0.   0.   0. ...   0.   0.   0.]
 [138. 112.   0. ...   0.   0.   2.]]"
sunflower,102,"[[ 45.  50.   0. ...  30.  16.   5.]
 [ 37.  58.  34. ...   0.  16. 140.]
 [  0.   0.   0. ... 137.  55.  12.]
 ...
 [  0.  86.  73. ...   0.   0.  13.]
 [  7.  42.  46. ...   0.   0.   3.]
 [  1.   3.   0. ...   2.   1.   0.]]"
kangaroo,117,"[[  0.   0.  16. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 [  0.   3.  10. ...  14.   4.  28.]
 ...
 [  8.  18.  34. ...   5.   5.   6.]
 [  2.   0.   0. ...  10.   2.   2.]
 [120.  30.  24. ...   4.  12.  34.]]"
emu,163,"[[  0.   0.   0. ... 137.  40.   4.]
 [  3.   3.  34. ...  30.  23.  26.]
 [  0.   0.   0. ...   2.   5.  13.]
 ...
 [ 30.  39.  78. ...   0.   0.   0.]
 [  0.   1.  18. ...   3.   4.   9.]
 [  2.  12. 130. ...  22.   0.   0.]]"
minaret,116,"[[59.  9.  0. ...  0.  0.  0.]
 [10.  0.  0. ...  4.  0.  1.]
 [37.  0.  0. ...  1.  0.  1.]
 ...
 [67.  2.  0. ...  0.  0.  0.]
 [ 8.  2.  1. ... 11.  3.  2.]
 [39.  2.  0. ... 65.  9.  5.]]"
bonsai,251,"[[ 50.  66.   2. ...   3.  18.   2.]
 [  1.   3.   7. ...   0.   0.  69.]
 [ 42.  68.  16. ...   0.   0.   0.]
 ...
 [ 15.   5.   2. ...   0.   0.   1.]
 [ 21.   7.  27. ...   0.   0.  30.]
 [ 49. 140.  65. ...   0.   0.   1.]]"
Faces,63,"[[ 4.  0.  0. ...  0.  0.  1.]
 [ 3.  6. 57. ...  2.  0.  0.]
 [ 5.  3. 17. ...  3.  1.  0.]
 ...
 [ 5. 24. 24. ...  4.  0.  0.]
 [24. 18.  3. ...  3.  1.  0.]
 [18.  6.  2. ...  3.  2.  0.]]"
lobster,188,"[[ 0.  0.  0. ...  0.  0.  5.]
 [48. 54.  0. ...  0.  0. 28.]
 [37. 36.  1. ...  0.  0.  5.]
 ...
 [ 3.  1.  1. ...  0.  9. 44.]
 [ 1.  2.  0. ...  0.  0. 42.]
 [ 6.  2.  7. ...  0.  0.  0.]]"
Motorbikes,130,"[[104.   3.   1. ...   0.   0.   0.]
 [  4.   0.   0. ...   0.   1.   5.]
 [ 27.   4.   0. ...   0.   0.   7.]
 ...
 [ 16.  62.  20. ...   0.   0.   1.]
 [  0.   0.  25. ...   0.   0.   4.]
 [  0.   0.  29. ...   0.   0.   4.]]"
butterfly,110,"[[ 35.  13.   0. ...  46.   2.   3.]
 [  6.   0.   0. ...  29.   6.   0.]
 [121.   4.   1. ...  28.   2.   4.]
 ...
 [  1.   0.   3. ...  13.   7.  12.]
 [  7.   1.  16. ...   0.   2.  11.]
 [ 15.   0.   0. ...   0.   0.   3.]]"
dolphin,83,"[[ 3.  2.  1. ...  0.  0.  4.]
 [31.  8.  1. ...  0.  0.  0.]
 [ 1.  3.  9. ...  3.  1.  1.]
 ...
 [36. 18.  0. ...  2.  0.  0.]
 [27.  1.  0. ... 36.  1.  2.]
 [ 0. 10.  9. ...  6.  0.  4.]]"
Faces_easy,90,"[[  2.  17.  83. ...   1.   0.   0.]
 [ 52.  23.   9. ...   2.   0.   0.]
 [ 73.  89.   4. ...   3.   0.   0.]
 ...
 [ 35.  27.   7. ...   0.   1.   3.]
 [  8.   0.   0. ...   5.  88.   2.]
 [122.  70.   0. ...   0.  18.   8.]]"
Leopards,172,"[[26.  0.  0. ... 65.  9.  0.]
 [ 0.  0.  0. ...  0.  0.  0.]
 [ 8.  0.  0. ...  0.  0.  0.]
 ...
 [20.  0.  0. ...  8. 28. 10.]
 [27.  2.  0. ... 15. 12.  5.]
 [31.  3.  0. ...  6. 13.  5.]]"
airplanes,75,"[[ 1.  1. 25. ...  0.  1.  2.]
 [41. 18.  4. ...  0.  0.  0.]
 [ 0.  0.  0. ... 17.  6.  8.]
 ...
 [ 3.  2.  1. ...  0.  1. 31.]
 [ 0.  0.  0. ...  1.  1.  5.]
 [ 7.  1.  3. ...  0.  0.  0.]]"
buddha,98,"[[12. 37. 21. ...  1.  1.  2.]
 [ 0.  0.  0. ...  0.  0.  2.]
 [ 4.  3. 12. ...  1.  0.  1.]
 ...
 [ 3. 11. 18. ...  0.  0.  1.]
 [51. 18.  8. ...  0.  0.  0.]
 [ 2.  2.  9. ...  1.  7.  9.]]"
BACKGROUND_Google,127,"[[ 0.  0.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  0.]
 ...
 [ 0.  0.  0. ... 80. 28.  9.]
 [ 3.  0.  0. ...  1.  0.  0.]
 [20.  0.  0. ...  0.  0.  0.]]"
BACKGROUND_Google,212,"[[15.  1.  0. ...  0.  0.  0.]
 [31. 12.  0. ...  1. 13. 10.]
 [50.  1.  0. ...  0.  0.  4.]
 ...
 [ 6. 41. 24. ... 10.  8. 44.]
 [ 4.  0.  0. ...  1.  0. 20.]
 [17.  4.  5. ...  1.  0.  0.]]"
crocodile,120,"[[  2.  26.  35. ...   0.   2.  13.]
 [  0.   0.   0. ...   4.   3.  10.]
 [  2. 104.  45. ...   2.   0.   0.]
 ...
 [  1.   1.   0. ...   1.   1.   1.]
 [ 40.   8.   0. ...   8.   5.   8.]
 [  1.   1.   0. ...   0.   3.   8.]]"
Faces,179,"[[  4.   2.   0. ...  64.   0.   1.]
 [  0.   0.   0. ...  48.   4.   2.]
 [128.  19.   0. ...   1.   0.   8.]
 ...
 [  5. 114.  33. ...  52.   0.   0.]
 [  0.   0.   0. ...  10.  99. 117.]
 [ 22. 126.  41. ...   0.   0.   0.]]"
Motorbikes,74,"[[132.  25.  43. ...   0.   0.   1.]
 [  0.   4.  51. ...   0.   0.   0.]
 [ 26.   7.   0. ...   1.  20.  17.]
 ...
 [  0.  53.  34. ...   0.   1.   4.]
 [  0.   0.  26. ...   0.   0.   2.]
 [  0.   0.  42. ...   0.   0.   2.]]"
cougar_body,103,"[[  0.   2.  54. ...   0.   0.   0.]
 [  1.   3.  19. ...   0.  23.  37.]
 [  0.   0.   0. ...   0.   0.   0.]
 ...
 [  2.   0.   0. ...  17.  26.   5.]
 [  8.  19.  35. ...   0.   0.  31.]
 [  0.   0.  11. ...  13. 121. 127.]]"
chandelier,180,"[[  0.   0.   0. ...  15.   9.   6.]
 [  0.   2.   0. ...  25.  11.   0.]
 [  0.   0.   0. ...  53.   8.  15.]
 ...
 [ 12. 106. 104. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   9.]
 [ 23.   5.  40. ...   0.   0.   0.]]"
dolphin,51,"[[107.  18.   0. ...  31.   0.   0.]
 [ 36.   7.   0. ...   2.   1.  11.]
 [  1.   0.   0. ...  78.  23.  19.]
 ...
 [  0.   0.   0. ...  23.  10.   0.]
 [  2.   1.   0. ...   0.   0.   0.]
 [ 47.   0.   0. ...  15.   5.   1.]]"
Faces_easy,108,"[[25. 32.  7. ...  0.  0.  0.]
 [50.  0.  0. ...  0.  0.  7.]
 [13. 15.  0. ...  0.  0.  1.]
 ...
 [29.  2.  0. ...  0.  1.  7.]
 [32.  8.  0. ...  0.  0. 15.]
 [72. 12.  0. ...  1.  0.  1.]]"
Faces,61,"[[ 0.  0.  0. ...  7.  6. 45.]
 [ 0.  0.  0. ...  0.  0.  9.]
 [ 0.  0.  0. ...  0.  0.  0.]
 ...
 [10.  1.  0. ...  3. 46.  3.]
 [12.  1.  0. ... 34. 18.  0.]
 [83. 39.  0. ...  2.  0.  0.]]"
airplanes,56,"[[  1. 109.  87. ...   0.   0.   1.]
 [ 11.   1.   0. ...   0.   0. 133.]
 [  8.   3.   1. ...   0.   0.   0.]
 ...
 [  6.  42.  83. ...   0.   0.   0.]
 [ 10.   1.   1. ...   5.   0.   0.]
 [ 60.  17.   2. ...   0.   0.   0.]]"
airplanes,124,"[[ 7.  4.  4. ...  0.  0.  0.]
 [ 2.  1.  1. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  1.]
 ...
 [ 0.  5. 17. ...  0.  0.  0.]
 [ 0.  9. 22. ...  0.  0.  0.]
 [44.  7.  0. ...  0.  0.  2.]]"
Faces_easy,135,"[[  0.   0.   0. ...   0.   4.  21.]
 [  0.   0.   0. ...   0.   1.  11.]
 [ 14.   0.   0. ... 107.  53.  18.]
 ...
 [  9.  73.  33. ...   0.   0.   0.]
 [  7.   8.   9. ...   0.   0.   0.]
 [  0.   0.   2. ...   0.   0.  10.]]"
accordion,224,"[[ 28. 139.  49. ...   0.   2.  26.]
 [ 13.   3.   3. ...   0.   0.   0.]
 [  2.   6.   0. ...   0.   2.  12.]
 ...
 [  3.   0.   0. ...  14.   7.   4.]
 [ 96.  23.   0. ...  20.   3.   6.]
 [  0.   0.   0. ...  27.  47.   9.]]"
wrench,47,"[[ 18.  13.   0. ...   0.   0.   2.]
 [ 18.   3.   4. ...   0.   0.  10.]
 [  1.  15. 113. ...   0.   0.   2.]
 ...
 [  0.   3.  68. ...  13.  35.   6.]
 [  1.   5.  84. ...   0.   0.   0.]
 [ 16.   4.   3. ...   0.   0.   7.]]"
Faces_easy,186,"[[  5.   5.   3. ...   0.   0.   1.]
 [  2.   9.  27. ...   1.   1.  26.]
 [ 17.   6.  39. ...   6.   7.  13.]
 ...
 [ 32.  22.   1. ...   3.  52.  10.]
 [  7.  72. 105. ...   0.   0.   0.]
 [ 28.  34.  52. ...   0.   0.   0.]]"
Motorbikes,157,"[[  1.   3.   6. ...   0.   0.   0.]
 [  1.   0.   1. ...   0.   0.   9.]
 [  7.  16.  25. ...   0.   0.   1.]
 ...
 [  0.   0.   1. ...   0.   0.   5.]
 [ 30.   2.   0. ...   0.   0.   2.]
 [  0.  40. 107. ...   0.   0.   5.]]"
soccer_ball,57,"[[  4.   0.   0. ...   2.   3.   3.]
 [  0.   0.   0. ... 129.  85.   1.]
 [  0.   0.   0. ...  19.  12.   1.]
 ...
 [  8.  10.  67. ...   0.   0.   0.]
 [  0.   0.   0. ...  86.  27.   2.]
 [  0.   0.   2. ...   0.   0.   1.]]"
mandolin,123,"[[ 5. 13. 23. ...  0.  0.  0.]
 [ 3.  3. 10. ...  0.  0.  1.]
 [ 0.  0.  0. ...  2.  0.  2.]
 ...
 [ 0.  0.  0. ...  0.  1. 33.]
 [ 7. 16. 28. ...  0.  0.  0.]
 [ 0.  0. 15. ...  0.  0.  0.]]"
cup,53,"[[  0.   0.   0. ...   1.   2.   8.]
 [ 27.  51. 101. ...   7.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 ...
 [  0.   0.   0. ...   1.   0.   0.]
 [  3.   0.   0. ...   0.   0.   5.]
 [  0.   0.   0. ...  77.  42.   6.]]"
minaret,106,"[[ 46.  50.  37. ...  35.   0.   0.]
 [107.  10.   0. ...   0.   0.   0.]
 [  9.   2.   0. ...   0.   0.   0.]
 ...
 [ 70.   4.   0. ...   1.   3.   7.]
 [  0.   0.   0. ...   1.   1.  12.]
 [  1.   1.   0. ...   0.   1.   2.]]"
revolver,95,"[[ 0.  0.  0. ...  0.  0.  1.]
 [27.  5.  1. ...  0.  0.  0.]
 [ 0.  0.  1. ...  0.  0.  0.]
 ...
 [40.  0.  0. ...  0.  2. 13.]
 [ 0.  0.  0. ...  0.  0.  0.]
 [ 0. 49. 21. ...  0.  0.  0.]]"
Faces,145,"[[  0.  63. 141. ...   0.   0.   0.]
 [  0.   0.   0. ...  10.  23.   8.]
 [  0.   0.   0. ...   0.   0.   6.]
 ...
 [  0.   1.   0. ...   0.   8.  22.]
 [ 75.  24.   6. ...   8.  10.  12.]
 [ 55.  43.  11. ...   0.   0.   0.]]"
euphonium,133,"[[  1.   2.  12. ...  47. 135.   3.]
 [ 28.  16.  17. ...   0.   0.   8.]
 [ 45.   1.   0. ...   0.   0.   0.]
 ...
 [ 51.  25.   0. ...   0.   0.   2.]
 [ 68.  17.   0. ...   0.   0.   0.]
 [ 62. 149.  12. ...   0.   0.   0.]]"
ketch,156,"[[ 80.   1.   0. ...   2.  22.  26.]
 [130.  20.   0. ...   4.   4.   4.]
 [  0.   0.   0. ...  37.   2.   0.]
 ...
 [ 63.  11.   0. ...   0.  12.  37.]
 [  0.   1.   1. ...   5.   0.   0.]
 [112.   2.   0. ...   0.   0.   0.]]"
dalmatian,129,"[[  1.   0.   0. ...   0.   5.  10.]
 [  0.   0.   0. ...   0.   0.   0.]
 [ 13.  16.   0. ...   1.   1.   1.]
 ...
 [  0.   0.   0. ...   4.   0.   0.]
 [  3.  46.  47. ...  24.   3.   0.]
 [  1.   0.   0. ...   6.  56. 128.]]"
airplanes,113,"[[  0.   1.   0. ... 117.  37.   2.]
 [ 14.  37.  69. ...  28.   2.   1.]
 [ 64.  13.   1. ...   6.   0.   1.]
 ...
 [134.  82.   0. ...   9.   1.   3.]
 [ 75.  84.   0. ...   0.   0.   0.]
 [  2.   1.  10. ...   0.   0.   0.]]"
kangaroo,105,"[[  8.  31.   1. ...   0.   0.   0.]
 [  0.   0.   0. ...  43.  22.   2.]
 [ 22.  45. 128. ...   0.   1.   0.]
 ...
 [  1.  20.  93. ...  25.  13.  10.]
 [  0.   0.   0. ...  42.   6.   5.]
 [  0.   1.   6. ...   0.   0.   4.]]"
octopus,65,"[[  0.   0.   1. ...   0.   0.   6.]
 [ 10.  88. 164. ...   0.   0.   0.]
 [ 32. 158.  32. ...   0.   0.   1.]
 ...
 [  0.   2.  89. ...   0.   0.   0.]
 [  3.   1.   0. ...   0.   2.   1.]
 [  0.  35. 101. ...   0.   0.   0.]]"
llama,165,"[[ 0.  1. 37. ... 25.  0.  3.]
 [ 5.  5. 16. ...  1.  0.  0.]
 [ 2.  1.  0. ...  0.  0.  0.]
 ...
 [ 0.  0.  1. ... 60. 65. 23.]
 [ 6. 39.  9. ...  0.  0.  0.]
 [21.  8.  0. ...  8.  1. 13.]]"
cannon,199,"[[ 29.   3.   0. ...   1.   0.  16.]
 [ 15.   1.   0. ... 149.   0.   0.]
 [ 46.   6.   0. ...   0.   0.   0.]
 ...
 [  6.  80. 139. ...   0.   0.   1.]
 [  4.   4.  16. ...   0.   0.   0.]
 [ 10.   6.   5. ...   0.   1.   5.]]"
barrel,143,"[[65. 53.  1. ...  7. 29. 23.]
 [72. 17. 12. ... 10.  4.  2.]
 [ 0.  1.  7. ... 45.  2.  1.]
 ...
 [ 1.  0.  0. ... 46.  0.  1.]
 [90. 21.  0. ...  0.  0.  0.]
 [73. 20.  1. ...  0.  0.  0.]]"
windsor_chair,125,"[[  1.   1.   4. ...   0.   0.   0.]
 [  0.   1.   0. ...   0.   0.   0.]
 [  0.   0.  11. ...   0.   0.   0.]
 ...
 [  0.   3.  27. ...   0.   0.   0.]
 [  9.  52. 136. ...   0.   0.   0.]
 [ 13.   5.  46. ...   0.   1.  15.]]"
lotus,95,"[[  0.   0.  13. ...   0.   0.   0.]
 [ 58. 160.  24. ...  20.  15.   1.]
 [  0.   0.   2. ...   0.   0.   0.]
 ...
 [ 55.   2.   0. ...   0.   0.   0.]
 [  4.   5.   0. ...  30.   2.   1.]
 [  8.   2.   2. ...   0.   6.   4.]]"
hawksbill,186,"[[98.  0.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  6.]
 [ 6. 89. 66. ...  0.  0.  0.]
 ...
 [18.  1. 12. ...  0.  0.  0.]
 [ 1.  1.  6. ...  9. 67. 39.]
 [44. 14.  1. ...  0.  3. 43.]]"
cougar_face,219,"[[ 12.  95.  43. ...   0.   3.  26.]
 [  0.   0.   0. ...   0.   0.   0.]
 [ 10.  53.  16. ...   0.   0.   0.]
 ...
 [105.  88. 137. ...   7.   0.   0.]
 [  0.   0.   0. ...  58.   1.   1.]
 [  9.   2.   1. ...  79. 137.  15.]]"
Faces,68,"[[  7.   2.   0. ...   0.   0.   0.]
 [ 48.   3.   0. ...   0.   0.   6.]
 [117.   7.   0. ...   4.  15.   5.]
 ...
 [  7.   1.   0. ...  23. 108.   0.]
 [ 15.   0.   0. ...   0.   0.   0.]
 [ 22.   1.   0. ...   0.   0.   0.]]"
Faces,134,"[[  0.   0.  10. ...   0.   0.   0.]
 [  9.   0.   0. ...   0.   0.   0.]
 [  0.   3.   3. ...   0.   0.   0.]
 ...
 [  2.   6. 140. ...   0.   2.   1.]
 [  3.   0.   0. ...   0.   0.   0.]
 [  5.   0.   0. ...   0.   1.   0.]]"
grand_piano,69,"[[  0.   0.   0. ...   4.   0.   0.]
 [  0.   0.   0. ...  30.   4.   2.]
 [ 67.  27.  11. ...  66.  61.   8.]
 ...
 [ 10.  16.  43. ...   0.   0.   0.]
 [  2.  18. 125. ...   0.   0.   0.]
 [  1.   3.  82. ...   0.   1.  17.]]"
inline_skate,188,"[[  1.  41. 142. ...   0.   0.  22.]
 [ 18.  14.   0. ...   1.  29.   4.]
 [ 10.   6.  67. ...   0.   0.  32.]
 ...
 [  3.  10.  59. ...   0.   0.   9.]
 [  0.   0.   0. ...   0.   1.  10.]
 [  0.   0.  16. ...   0.   0.  10.]]"
Faces,93,"[[ 0. 21. 12. ...  0.  0. 15.]
 [17. 26.  7. ...  0.  1. 14.]
 [ 0.  7.  6. ...  0.  0.  0.]
 ...
 [ 0.  1. 73. ...  2.  3.  0.]
 [ 9. 39. 16. ...  1.  0.  2.]
 [ 2.  0.  0. ...  0.  0.  0.]]"
dragonfly,66,"[[ 0.  0.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  0.]
 [ 0.  0. 12. ...  0.  0.  0.]
 ...
 [11.  0.  0. ... 13.  6.  0.]
 [10.  3.  1. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  5.]]"
watch,240,"[[ 57.   1.   3. ...  12.   1.  36.]
 [109.  54.  27. ...   2.   0.   1.]
 [ 39.  26.   4. ...   4.   6.   8.]
 ...
 [ 30.  46. 107. ...   0.   0.   1.]
 [ 75.  75.  29. ...   0.   0.   0.]
 [118. 118.   8. ...   5.   0.   0.]]"
stegosaurus,141,"[[  0.   0.   0. ...   0.   2.   7.]
 [  0.   0.   0. ...   0.   0.   4.]
 [  0.   0. 126. ...   0.   0. 126.]
 ...
 [ 69.  67.   0. ...   0.   0.   0.]
 [ 46.   6.   0. ...   0.   2.  19.]
 [  6.   7.  92. ...   2.   1.   7.]]"
minaret,121,"[[  0.   0.   0. ...   8.   4.   1.]
 [  1.   9.  18. ...   0.   0.   0.]
 [  2.   1.   1. ...   9.  99. 132.]
 ...
 [  0.   0.   0. ...   0.   0.   0.]
 [104.  66.   0. ...  42.   3.   0.]
 [ 32.   9.   3. ...   0.   0.   0.]]"
snoopy,99,"[[14.  0.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ... 13.  0.  0.]
 [ 1.  1.  0. ...  0.  0.  0.]
 ...
 [ 8.  1.  0. ...  3.  0.  0.]
 [ 8.  4.  0. ...  1.  0.  1.]
 [ 0.  0.  0. ...  0.  0.  0.]]"
water_lilly,164,"[[111.   3.   0. ...   0.   0.   0.]
 [  7.   8.   2. ...  16.   0.   0.]
 [  0.   5.  11. ...   0.   0.   0.]
 ...
 [  1.   0.   1. ...   0.   0.   0.]
 [  0.   0.   0. ...  10.   8.  12.]
 [  0.   0.   0. ...   0.   0.   0.]]"
emu,142,"[[120.  33.   2. ...   0.   0.   0.]
 [  0.   0.   0. ... 142.   1.   0.]
 [  1.   7.   2. ...  11.   0.   0.]
 ...
 [ 54.  28.   7. ...   0.   0.   1.]
 [  0.   0.   0. ...   1.   0.   0.]
 [  7.   1.   0. ...   0.   0.   0.]]"
panda,185,"[[  8.  10.  14. ...   0.   0.   7.]
 [  0.   0.   1. ...   0.   0.   1.]
 [ 92.  15.   0. ...  65.  46.   0.]
 ...
 [ 78. 111.  16. ...  76.   0.   0.]
 [ 10.   2.   1. ...   4.   0.   0.]
 [156.  12.   0. ...   4.   1.   0.]]"
Faces_easy,116,"[[ 67.  19.   5. ...   0.   0.   2.]
 [ 76. 147.   1. ...   0.   0.   4.]
 [  4.  59.  25. ...   0.   0.   0.]
 ...
 [ 49.  59.  10. ...   0.   0.   5.]
 [  6. 140.  54. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   6.  60.]]"
BACKGROUND_Google,199,"[[148.   6.   4. ...   2.  12.   9.]
 [ 12. 107.  55. ...  27.  75.  17.]
 [ 40.   8.   0. ...  53.   0.   0.]
 ...
 [ 85.  15.   0. ...   0.   2.   4.]
 [ 40.  45. 131. ... 123.  19.   1.]
 [ 16.  12.   0. ...   9.  17.  19.]]"
Motorbikes,108,"[[ 64.  11.   0. ...   0.   0.   1.]
 [  0.  64. 115. ...   0.   0.   4.]
 [  0.   0. 171. ...   0.   0.   0.]
 ...
 [  1.   1.  13. ...   0.   0.   6.]
 [ 18.   7.   1. ...   0.   0.   1.]
 [  0.  16.  79. ...   0.   0.   3.]]"
