obj_name,nb_kp,descriptors
obj57,43,"[[ 29. 150.   1. ...   0.   0.   0.]
 [ 86. 148.   0. ...   0.   0.   0.]
 [  0.   7.  26. ...  10.  14.   5.]
 ...
 [  0.   0.   0. ...   0.   0.   8.]
 [ 13.   3.   3. ...   0.   0.   2.]
 [ 97. 140.   2. ...   0.   0.   0.]]"
obj51,447,"[[ 28.  11.   5. ...   0.   0.   0.]
 [  3.   2.  14. ...   0.   1.   3.]
 [  4.   2.   8. ...   0.   1.   4.]
 ...
 [  1.   3.   2. ...   0.   4.   5.]
 [  0.   0.   0. ... 115. 115.  10.]
 [  0.   0.   0. ...   4.  21.  94.]]"
obj16,113,"[[ 3.  2.  1. ...  0.  0.  1.]
 [ 5.  6. 20. ...  5.  0.  1.]
 [ 1.  1.  5. ...  0.  0.  4.]
 ...
 [ 2. 20. 93. ...  0.  1.  1.]
 [ 0.  0.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  0.]]"
obj60,285,"[[ 13.  20.   6. ...   0.   0.   0.]
 [105.  42.  23. ...   0.   0.   0.]
 [ 29.   2.   5. ...  34.  27.   6.]
 ...
 [  2.   5.   7. ...   2.   8.  61.]
 [  0.   0.   0. ...   3.  24.  45.]
 [  2.  15.  44. ...   0.   0.   0.]]"
obj64,178,"[[ 4.  5.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  1.  1.]
 [65. 34. 13. ...  0.  0.  0.]
 ...
 [ 7.  7.  4. ...  0.  0.  0.]
 [ 4. 19. 21. ...  0.  0.  0.]
 [33. 13.  8. ...  0.  0.  0.]]"
obj23,85,"[[  0.   1.   0. ...   1.   1.   5.]
 [  0.   1.   1. ...   0.   0.   2.]
 [  0.   0.   0. ...   0.   0.  11.]
 ...
 [ 40.  13.   1. ...   0.   0.   2.]
 [  0.  40. 122. ...   4.  34.  25.]
 [  4.  26.  32. ...   0.   1.   7.]]"
obj75,352,"[[ 5. 17. 34. ...  0.  0.  0.]
 [ 0.  0.  0. ... 13. 30. 24.]
 [24. 34. 39. ...  0.  0.  0.]
 ...
 [ 0.  0.  0. ... 49. 24.  2.]
 [49.  0.  0. ... 21.  0.  0.]
 [13. 96. 37. ...  0.  0.  0.]]"
obj21,134,"[[ 62. 140.  14. ...   0.   0.   5.]
 [ 39.  87.  31. ...   0.   0.   4.]
 [ 26.   1.   0. ...   0.   0.   5.]
 ...
 [ 18.   2.   1. ...   3.   2.  21.]
 [  4.   9.   9. ...   5.  54. 122.]
 [ 88.   7.   3. ...  23.   2.   4.]]"
obj43,351,"[[18. 14. 65. ...  0.  0.  0.]
 [53. 60. 26. ...  0.  0.  0.]
 [20. 28.  7. ...  0.  0.  3.]
 ...
 [16. 32. 39. ...  0.  0.  0.]
 [ 6.  9. 12. ...  0.  0.  0.]
 [ 8. 11.  7. ...  0.  0.  0.]]"
obj37,299,"[[47.  4.  0. ...  0.  0.  0.]
 [ 7. 14. 12. ...  0.  0.  1.]
 [39. 15.  7. ...  0.  0.  0.]
 ...
 [12. 34. 24. ...  7.  1.  0.]
 [ 0.  0.  0. ...  0.  0.  4.]
 [ 6.  0.  0. ...  0.  0.  1.]]"
obj36,4,"[[  0.   1.   3.   9.  34.   4.   0.   0.  15.  37.  26.  14.   4.   0.
    0.   0. 142.  74.   7.   1.   0.   0.   0.   0.  96.  12.   0.   0.
    0.   0.   0.   0.   0.   0.   0.   6.  78.  16.   0.   0.  23.  45.
   45.  74.  94.  23.   4.   6. 142. 133.  22.   8.   4.   3.   3.  21.
  142.  10.   0.   0.   0.   0.   0.   2.   0.   0.   0.   1.  56.  38.
    3.   0.  15.   4.   1.   5.  62.  97.  82.  68. 142.  11.   1.   1.
    3.  10.  41. 142. 132.   1.   0.   0.   0.   0.   0.  21.   0.   0.
    0.   0.   4.  26.  34.  12.   1.   0.   0.   0.   0.   9.  66. 124.
   72.   0.   0.   0.   0.   0.  11. 131.  70.   2.   0.   0.   0.   0.
    0.   7.]
 [  0.   2.  42. 107.  15.   0.   0.   0.   2.  59. 123.  18.   0.   1.
    3.   2.   2. 134.  69.   0.   0.   1.   3.   0.   4.  54.   6.   0.
    1.   0.   0.   0.  35.  21.  45. 116.  88.   7.   1.   2. 124.  27.
   33.   5.   0.  15.  46.  62.  34. 105.  16.   0.   0.  92.  87.  26.
   76.  87.   1.   0.   0.   5.  11.  22.  62.   5.   1.   4. 134.  38.
    2.   4. 134.  20.   0.   0.   1.   6.  11.  26.  74.   3.   0.   0.
    0.  82.  92.  29.  24.   2.   0.   0.   0.  11.  47.  49.  28.   1.
    0.   0. 110.  54.   3.   5. 134.  11.   0.   0.   1.   3.   2.  13.
   93.   2.   0.   0.   1.   2.   6.   3.   0.   0.   0.   0.   4.   3.
    5.   1.]
 [  0.   1.  29.  80.   7.   0.   0.   0.  26.  80.  87.  36.   1.   0.
    0.   0.  23.  33.   2.   0.   0.   0.   0.   1.   0.   1.   0.   2.
    0.   0.   0.   0.   7.   3.  13. 138. 133.   0.   0.   1. 138.  62.
   37.  53.  19.   0.   0.  19. 125.  16.   0.   2.   0.   0.   0.   9.
    1.   0.   0.  55.   4.   0.   0.   0.  12.   0.   0.  30. 138.  13.
    0.   3. 138.  44.   0.   3.  22.   6.   1.  12. 116.  39.   8.  42.
    2.   0.   0.   2.   0.   0.   1. 138.  16.   0.   0.   0.   2.   0.
    0.   0. 138.  45.   1.   1.  96.  74.   3.   0.  10.  16.   3.   3.
   37.  85.  57.  89.   2.   0.   0.   0.   0.   0.   5. 138.  17.   0.
    0.   0.]
 [  0.   0.   0.   3.   0.   0.   0.   0.   1.   4.  24.  15.   0.   0.
    0.   0.   4.  22.  17.   1.   0.   0.   0.   4.   1.   3.   0.   0.
    0.   0.   1.   2.   0.   0.   1.  62.  23.   0.   0.   0.  14.  34.
  114. 142.  28.   0.   0.   0. 120. 142.  75.  16.   0.   0.   0.   3.
   21.  13.   0.   0.   0.   0.   0.   1.   0.   0.   0.  76. 142.   0.
    0.   0.  91.  13.  14. 142. 142.   2.   0.   8. 142.  35.   7.   7.
    2.   0.   0.  24.  43.   3.   0.  13.   1.   0.   0.   3.   0.   0.
    0.  12. 142.   8.   0.   0.  64.   7.   0.   9. 142.  24.   1.   5.
  142.  80.   3.   1.   1.   1.   0.   4.  24.  21.  11.  83.   4.   0.
    0.   0.]]"
obj92,18,"[[ 1.  1.  3. ...  0.  0.  0.]
 [16. 18. 15. ...  1.  1.  1.]
 [ 4.  0.  0. ...  0.  0.  0.]
 ...
 [39. 79. 73. ...  2. 10. 41.]
 [50. 28. 68. ...  0.  0.  0.]
 [ 4.  0.  0. ...  8. 20.  9.]]"
obj85,14,"[[  0.   0.   8. ...   0.   0.   8.]
 [ 96.   2.   0. ...   0.   0.   4.]
 [ 23.   9.  14. ... 132.  15.   4.]
 ...
 [119.   4.   1. ...   0.   0.   2.]
 [  7.  29. 104. ...   0.   0.   3.]
 [  0.   0.   2. ...   0.   0.   0.]]"
obj90,25,"[[  4.  53.   8. ...   0.   0.   0.]
 [  1.   7.   1. ...   0.   1.   5.]
 [ 21. 100.   1. ...   0.   0.   1.]
 ...
 [108.   1.   2. ...   0.   0.   0.]
 [  7.  59.  33. ...   0.   0.   0.]
 [  1.   3.   5. ...   0.   0.   0.]]"
obj44,181,"[[  4.   9.  38. ...   0.   0.   0.]
 [115.  43.   1. ...  79. 122.  53.]
 [ 50. 131.   5. ...   0.   0.   0.]
 ...
 [  0.   1.   4. ...   7.   7.  11.]
 [ 44.  31.   1. ...  35.  14.   2.]
 [  0.   0.   0. ...  48.  34.   5.]]"
obj84,56,"[[  0.   0.   0. ...   0.  34.  53.]
 [ 28.   1.   0. ...   2.   6.   8.]
 [ 36.   0.   0. ...   0.   0.   0.]
 ...
 [  0.   0.   0. ...   3.  22.  64.]
 [  0.   0.   0. ...  50. 120.  18.]
 [  0.   1.   3. ...   0.   0.   0.]]"
obj97,99,"[[  0.   0.   0. ...  16.  82.  56.]
 [ 77.  28.   0. ... 110.  41.   6.]
 [ 76.  18.   0. ...  36.  35.   2.]
 ...
 [ 14. 140.  75. ...   0.   0.   0.]
 [  1.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ... 122.   3.   1.]]"
obj52,24,"[[  0.   0.   0. ...   0.   0.   0.]
 [ 78.  63.   0. ...   0.   0.   0.]
 [ 49.  34.   4. ...   0.   0.   2.]
 ...
 [  1. 133. 146. ...   0.   0.   0.]
 [ 21.  11.  15. ...   0.   0.   0.]
 [  8.   0.   0. ...   0.   0.   0.]]"
obj25,411,"[[ 2.  3.  7. ...  0.  0.  0.]
 [35. 90. 17. ...  0.  0.  4.]
 [53.  5.  7. ...  0.  0.  1.]
 ...
 [ 2.  2.  2. ...  0.  0.  0.]
 [ 0.  0.  0. ... 22. 13. 26.]
 [20. 26.  3. ...  2.  3.  1.]]"
obj91,38,"[[  1.   1.  44. ...   4.   0.   3.]
 [152.   1.   0. ...   0.   3.   5.]
 [  0.   0.   8. ...   2.   0.   2.]
 ...
 [  1.  10.  72. ...   0.   0.   2.]
 [  0.   2.  81. ...   0.   0.  11.]
 [  0.  31.  16. ...   0.   0.   0.]]"
obj64,127,"[[ 20.   2.   0. ...   0.   0.   0.]
 [  0.   0.   1. ...   0.   0.   4.]
 [  0.   0.   3. ...   0.   0.   3.]
 ...
 [ 16.   0.   0. ...  14.   0.   0.]
 [ 15.   0.   0. ...  13.   0.   0.]
 [146.   8.   0. ...   0.   0.   0.]]"
obj67,147,"[[ 2.  0.  0. ...  0.  1.  0.]
 [17.  2.  0. ... 10.  2.  2.]
 [ 0.  0.  0. ...  6.  2.  2.]
 ...
 [15. 15. 56. ...  0.  0.  0.]
 [ 0.  0.  1. ...  0.  0.  0.]
 [ 1.  0.  0. ...  5.  4.  8.]]"
obj31,158,"[[ 9. 11. 18. ...  0.  0.  0.]
 [31. 10.  6. ...  0. 17. 40.]
 [29. 10.  6. ...  0. 21. 49.]
 ...
 [18.  7.  0. ...  0.  0.  0.]
 [ 0. 22. 26. ...  0.  0.  3.]
 [ 2. 10.  1. ...  0.  0.  0.]]"
obj41,371,"[[33.  4.  1. ...  0.  0.  0.]
 [13. 31. 93. ...  0.  0.  0.]
 [ 4. 35. 26. ...  0.  0.  0.]
 ...
 [24. 30. 14. ...  0.  0.  0.]
 [25. 20. 11. ...  0.  0.  0.]
 [29. 17. 17. ...  0.  0.  0.]]"
obj16,110,"[[ 33.  19.  25. ...   0.   0.   0.]
 [  1.  15.  34. ...   0.   0.   0.]
 [  8.  49.  13. ...   0.   0.   0.]
 ...
 [  7.   1.   4. ...   0.   0.   1.]
 [  0.   0. 127. ...   0.   0.   1.]
 [  0.  19.  95. ...   0.   0.   0.]]"
obj70,1,"[[  1.   0.   0.   0.   0.   0.   0.   5.   4.   0.   0.   0.   0.  12.
   50.  46.   0.   0.   0.   0.   2.  47.  39.   4.   0.   0.   0.   0.
    0.   2.   0.   0.  48.   0.   0.   0.   0.   0.   0.  20. 147.  22.
    7.  11.  28.  70. 112. 147.  18.   5.   5.  38. 147. 147.  88.  32.
    0.   0.   0.   2.  25.  12.   0.   0.  50.  17.   1.   0.   0.   0.
    0.   2. 147. 147. 147.  68.  21.   7.   3.  18.  15.  23. 110. 147.
  147.  25.   3.   3.   0.   0.   0.  14.  23.   1.   0.   0.   1.   5.
    1.   0.   0.   0.   0.   0.   1.  29.  49.   8.   0.   0.   0.   0.
    0.   1.  28.  28.   1.   0.   0.   0.   0.   0.   0.   2.   0.   0.
    0.   0.]]"
obj93,37,"[[ 47.   0.   0. ...   0.   0.   6.]
 [ 24.  18.  35. ...   0.   0.  30.]
 [  1.  16.  22. ...   0.   0.   0.]
 ...
 [ 25.   0.   0. ...   0.   0.   4.]
 [ 39.  34.   8. ...   0.   0.   1.]
 [  8.  42. 108. ...   0.   0.  10.]]"
obj94,9,"[[  1.   0.   0. ...   2.  15.   8.]
 [  0.   0.   0. ...   0.   0.  14.]
 [  0.   0.   0. ...   0.   0.   0.]
 ...
 [  0.   0.   2. ...   0.   0.  51.]
 [  0.   0.   1. ...   0.   0.  27.]
 [  0.   0.   0. ...   0.   5. 137.]]"
obj83,374,"[[29. 87. 49. ...  0.  0.  0.]
 [ 0.  0. 18. ...  0.  0.  0.]
 [ 5. 16.  8. ...  0.  0.  0.]
 ...
 [16. 41. 20. ...  0.  0.  0.]
 [ 2.  0.  0. ... 11. 26. 47.]
 [37.  9. 22. ...  0.  0.  0.]]"
obj84,95,"[[ 45.  12.   0. ...   0.   0.   0.]
 [ 53.  11.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   1.   0.   3.]
 ...
 [  0.   0.   0. ...   0.   0.   0.]
 [  0. 133.  61. ...   0.   0.   1.]
 [  0. 109.  29. ...   3.   0.   0.]]"
obj29,345,"[[ 4.  5.  4. ... 47. 34. 36.]
 [16. 65. 28. ...  0.  0.  0.]
 [12.  4.  0. ... 18.  9. 40.]
 ...
 [ 5. 31. 57. ... 22. 59. 35.]
 [ 2.  2. 95. ...  0.  0.  0.]
 [13.  5.  0. ... 13.  5.  9.]]"
obj81,134,"[[ 0.  0.  0. ...  0. 49. 53.]
 [ 0.  0.  0. ...  1.  3.  0.]
 [ 0.  6. 14. ...  0.  0. 18.]
 ...
 [89. 31.  9. ...  0.  0.  0.]
 [23.  1.  0. ...  0.  0.  1.]
 [ 1.  2.  2. ...  0.  0.  0.]]"
obj77,218,"[[ 35.  11.  17. ...   0.   0.   3.]
 [  0.   0.   1. ...   0.   2.  18.]
 [ 38.  26.  10. ...   0.   1.   5.]
 ...
 [ 11.  21.   6. ...   0.   0.   1.]
 [  0. 114. 119. ...   1.   2.   1.]
 [ 11.  28.  32. ...   0.   0.   1.]]"
obj55,239,"[[  2.  18.  32. ...   0.   0.   0.]
 [  1.   0.   0. ...   0.   0.   0.]
 [  3.  15.  19. ...   0.   0.   0.]
 ...
 [  3.  96.  70. ...   7.   0.   0.]
 [ 40.   0.   0. ...  19.   2.   3.]
 [124.   3.   0. ...   0.   0.   0.]]"
obj32,117,"[[  0.   5. 128. ...   2.  20.  29.]
 [  1.  15.  98. ...  23.   1.   4.]
 [  0.   0.  37. ...   9.   0.   0.]
 ...
 [  0.   0.   0. ...  57.  10.   1.]
 [ 88.  31.   0. ...   0.   0.   0.]
 [  7.   4. 106. ...   0.   0.   0.]]"
obj4,18,"[[ 0.  1. 79. ...  0.  0.  2.]
 [10. 53. 38. ...  0.  0.  0.]
 [33. 19. 47. ... 28. 47.  5.]
 ...
 [ 1.  0. 48. ...  0.  0.  8.]
 [ 0.  1.  2. ...  1. 22. 84.]
 [ 7. 70. 34. ...  0.  0.  0.]]"
obj13,199,"[[ 0.  0.  0. ... 14. 26. 91.]
 [83. 88.  8. ...  0.  0.  0.]
 [12. 28. 16. ...  0.  0.  0.]
 ...
 [21.  0.  0. ...  3.  0.  7.]
 [52.  6.  0. ...  1.  0.  0.]
 [ 2.  0.  0. ...  1.  0.  1.]]"
obj50,204,"[[  5.  25.  52. ...   0.   0.   0.]
 [ 28.  10.   3. ...   0.   0.   0.]
 [ 33.  38.  23. ...   0.   0.   0.]
 ...
 [121.  42.   3. ...   0.   0.   0.]
 [  3.   7.  48. ...   0.   0.   5.]
 [ 55.  16.   0. ...   0.   0.   2.]]"
obj43,203,"[[43. 23.  5. ...  0.  0.  0.]
 [ 9. 11.  1. ... 13.  0.  1.]
 [24.  0.  0. ...  7.  1.  8.]
 ...
 [ 2. 88. 77. ... 14.  0.  0.]
 [ 0.  0.  0. ... 23.  7.  7.]
 [ 1.  2. 29. ...  0.  0.  0.]]"
obj57,457,"[[ 43.  74.   0. ...   0.   0.   0.]
 [ 52.  71.  83. ...   0.   0.   2.]
 [  6.  41. 111. ...   0.   0.   0.]
 ...
 [ 60.  26.   5. ...   0.   0.   2.]
 [ 98.  49.   1. ...   3.   2.   1.]
 [  6.  10.   4. ...   0.   0.   1.]]"
obj98,67,"[[ 0.  0.  0. ...  1.  3. 16.]
 [33.  0.  0. ...  0.  0.  0.]
 [64.  0.  0. ... 70. 17. 10.]
 ...
 [ 0.  0.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ... 45. 20.  9.]
 [33.  0.  0. ...  0.  0.  4.]]"
obj19,56,"[[  0.   0.  45. ...   0.   0.   0.]
 [  1.  54. 104. ...   0.   1.   0.]
 [  3.  84. 116. ...   0.   1.   0.]
 ...
 [  1.  22. 116. ...   1.   1.   7.]
 [  4.   1.   0. ...  96. 106.   2.]
 [  0.   0.   1. ...   0.   0.   5.]]"
obj49,109,"[[120.  89.   3. ...   0.   0.   2.]
 [ 16.  85. 112. ...   0.   0.   0.]
 [  1.   0.   6. ...   0.   9.   8.]
 ...
 [  1.   1.   9. ...   0.   0.   3.]
 [ 55.  22.  74. ...   0.   0.   0.]
 [ 87.  23.  45. ...   0.   0.   0.]]"
obj35,11,"[[ 0.  1.  5. ...  0.  0.  6.]
 [ 0.  0.  0. ...  0.  0.  0.]
 [ 0.  0.  0. ...  0.  0.  1.]
 ...
 [ 1.  0.  0. ...  0.  0.  0.]
 [11.  0.  0. ... 15.  0.  0.]
 [ 0.  1. 25. ... 79.  6.  0.]]"
obj42,269,"[[ 20.  28.   1. ...   0.   0.   0.]
 [ 66. 105.  11. ...   0.   0.   0.]
 [  7.   6.   0. ...  46.  86.   5.]
 ...
 [  0.   0.   0. ...  59.  36.  19.]
 [  0.   6.  29. ...   2.   0.   0.]
 [  2.  10.  22. ...  28.  21.   4.]]"
obj1,149,"[[ 96.  33.   6. ...   0.   0.   0.]
 [  1. 133. 122. ...   0.   0.   0.]
 [  0.   2.  91. ...   0.   0.   0.]
 ...
 [  2.   4. 160. ...   0.   9.  39.]
 [  0.   6.  24. ...   0.   0.   0.]
 [ 32.   6.   2. ...   0.   1.  63.]]"
obj25,405,"[[ 88.   9.   3. ...  79.  46.  21.]
 [ 34.  35.  11. ...   0.   0.   0.]
 [  0.   0.   0. ...   4.   9.   6.]
 ...
 [ 36. 128.  74. ...   0.   0.  20.]
 [  1.   6.  11. ...   0.   0.   0.]
 [ 31.  69.  16. ...   0.   0.   0.]]"
obj78,361,"[[ 7. 50. 62. ... 13.  7. 15.]
 [36. 49. 44. ...  1.  3. 10.]
 [56. 41. 12. ... 34. 85. 38.]
 ...
 [ 4.  0.  0. ...  0.  0.  0.]
 [90. 53. 36. ...  9. 38. 91.]
 [ 5.  7.  8. ...  0.  0.  3.]]"
obj83,8,"[[42. 73.  0. ...  0.  0.  0.]
 [25.  8.  3. ...  0.  0. 60.]
 [ 0. 38. 48. ...  0.  0.  2.]
 ...
 [ 0.  2. 79. ...  0.  0.  1.]
 [ 0.  1. 73. ...  0.  0.  1.]
 [ 0.  0. 18. ...  0.  0.  2.]]"
obj55,248,"[[ 1.  0.  0. ... 22. 20.  7.]
 [ 0.  0.  0. ... 11. 23. 33.]
 [ 0.  0.  0. ... 12. 27. 27.]
 ...
 [ 3.  1.  0. ...  2.  3. 10.]
 [ 1.  0.  0. ...  1.  0.  5.]
 [ 1.  0.  0. ... 26.  8. 23.]]"
obj72,228,"[[  0.   0.   0. ...   1.   0.   0.]
 [  0.   0.   0. ...   4.   0.   1.]
 [ 31.  59. 155. ...   3.   0.   0.]
 ...
 [128.  54.   0. ...   0.   0.   0.]
 [ 58.  24.   0. ...  15.   0.   0.]
 [  1.  96. 116. ...  16.  58.  24.]]"
obj52,15,"[[  1.  75.  22. ...   0.   0.   0.]
 [  0.   0.  49. ...   0.   0.   0.]
 [  4. 127.  65. ...   0.   0.   2.]
 ...
 [ 42.  24.   0. ...   0.   0.   6.]
 [  0.   1.   2. ...   0.   0.   1.]
 [  8.  63.  47. ...   0.   0.   2.]]"
obj51,455,"[[  5.  46.  51. ...   0.   0.   0.]
 [  2. 114.  36. ...  22.  53.  41.]
 [  0.   0.   0. ... 110.  24.   3.]
 ...
 [  9.   8.   4. ...  38.   9.   4.]
 [  0.   0.   0. ...  13.  26.  40.]
 [111. 111.  16. ...   0.   0.   0.]]"
obj18,228,"[[ 34.  49.   8. ...   0.   0.   0.]
 [ 17.  32.  35. ...   0.   0.   4.]
 [ 27. 144.  32. ...   7.  13.  25.]
 ...
 [  6.  35.  45. ...   1.   1.   2.]
 [ 47.   6.   0. ...  24.   0.   0.]
 [ 17.  34.  29. ...   5.   0.   0.]]"
obj25,342,"[[ 49.  14.   6. ...  59.   9.   0.]
 [  0.   0.   0. ...  74.   4.   1.]
 [  0.  90. 139. ...   0.   0.   4.]
 ...
 [  9.  28.  82. ...   0.   3.   5.]
 [  0.   0.   0. ...   1.   1.   8.]
 [  8.   5.   4. ...   0.   0.   0.]]"
obj96,215,"[[  4.   0.   0. ...   1.   0.  18.]
 [ 88.   0.   0. ...  24.  36.  62.]
 [  0.   3.  34. ...  25.   1.   2.]
 ...
 [ 14.   0.   0. ...   8.  29.  11.]
 [123.   6.   0. ...   9.   5.   6.]
 [ 14.  16.  59. ...   0.   0.   0.]]"
obj51,442,"[[32. 12.  2. ...  0.  0.  0.]
 [20. 13.  7. ...  0.  0.  0.]
 [12. 23. 31. ...  0.  0.  0.]
 ...
 [59. 51. 12. ...  0.  0.  0.]
 [47. 92. 82. ...  0.  0.  0.]
 [47. 42. 15. ...  0.  0.  0.]]"
obj71,87,"[[ 0.  0.  0. ...  1.  0.  0.]
 [18.  0.  0. ... 10.  3.  0.]
 [ 2.  0.  0. ... 11.  1.  0.]
 ...
 [ 2.  0.  0. ... 39. 13.  5.]
 [ 1.  0.  0. ...  2.  1.  1.]
 [ 1.  0.  0. ...  0.  0.  0.]]"
obj12,461,"[[ 28.  17.   7. ...  21.   6.   6.]
 [  9.   1.   0. ...  38.  12.   3.]
 [ 27.   4.   6. ...   3.   6.   3.]
 ...
 [  1.   0.   0. ...  60.  23.  12.]
 [  3.  13. 102. ...   2.   6.   1.]
 [  0.   3.   0. ...  28.  85.  22.]]"
obj19,40,"[[131.  83.   2. ...   0.   0.   1.]
 [ 12.   0.   0. ...  20.   2.  14.]
 [ 88.  88.  15. ...   0.   0.   5.]
 ...
 [  0.  12.  49. ...   0.   0.   6.]
 [  1.  78. 143. ...   0.   0.   1.]
 [ 34.  40.  30. ...   0.   0.   6.]]"
obj91,37,"[[ 25.   0.   0. ...   0.   0.   0.]
 [130. 130.   1. ...   1.   0.   2.]
 [  0.   0.   0. ...   0.   0.   1.]
 ...
 [ 35.   1.  14. ...   6.  78.  74.]
 [  3.   3.  88. ...   0.   0.   4.]
 [  0.   0.   0. ...   0.   0.   6.]]"
obj53,258,"[[  0.   0.   0. ...  18.  13.   2.]
 [  1.   2.  26. ...   0.   0.   0.]
 [ 12.   3.   1. ...   0.   0.   0.]
 ...
 [101.  31.   0. ... 104.  94.  12.]
 [ 22.   1.   0. ...   7.   3.   0.]
 [  0.   0.   0. ...  14.  19.  32.]]"
obj66,48,"[[ 0.  0.  0. ...  0.  0.  0.]
 [39. 30. 49. ...  0.  0.  0.]
 [ 0.  0.  0. ... 10.  1.  3.]
 ...
 [ 9.  0.  0. ...  1.  5.  2.]
 [ 0.  0.  0. ... 40. 11. 26.]
 [ 0.  0.  0. ...  7.  1.  3.]]"
obj100,44,"[[153.  68.   2. ...   7.   5.   3.]
 [ 75.  45.   3. ...   2.  22.  10.]
 [ 25.  65.  59. ...   2.   2.   2.]
 ...
 [  2.  49.   5. ...   0.   5.   5.]
 [ 16.   5.   0. ...   0.   0.   3.]
 [  1.   2.  20. ...   0.   0.   5.]]"
obj2,301,"[[  1.   0.   0. ...  15.   2.   8.]
 [ 28.  20.   0. ... 151.   4.   0.]
 [  4.  23.  38. ...   2.   4.   6.]
 ...
 [ 37.   1.   0. ...  60.  30.  66.]
 [  1.   0.   0. ...   0.   0.  21.]
 [  1.   0.   0. ...  12.   4.  12.]]"
obj97,245,"[[46. 60.  4. ...  0.  0.  0.]
 [66. 42.  0. ...  0.  0.  4.]
 [ 3. 39. 27. ...  0.  0.  1.]
 ...
 [19.  1.  0. ...  0.  0.  5.]
 [ 0.  0.  0. ...  0.  0.  1.]
 [ 0.  0.  0. ...  0.  0.  5.]]"
obj52,45,"[[  1.   2.   1. ...   0.   0.   0.]
 [  9.  35.   8. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 ...
 [  1.  23.  19. ...   0.   0.  18.]
 [  0.   0.   0. ...  29. 100.   1.]
 [  0.  36. 143. ...   0.   1.   1.]]"
obj50,246,"[[ 3. 17. 20. ...  0.  0.  0.]
 [21. 30. 28. ...  0.  0.  0.]
 [ 9. 18. 54. ...  0.  0.  0.]
 ...
 [ 9.  8.  7. ...  0.  0.  1.]
 [ 3.  7. 64. ...  0.  0.  3.]
 [ 5. 20. 41. ...  0.  0.  0.]]"
obj19,86,"[[134.  15.   2. ...   0.   0.   0.]
 [  0.  23.  83. ...   0.   0.   1.]
 [ 45.   5.   0. ...   7.   8.   2.]
 ...
 [ 36.   3.   5. ...  13.  11.   5.]
 [ 11.  91.  10. ...   2.   1.   3.]
 [  0.   0.  22. ...  82.   7.   0.]]"
obj71,221,"[[ 48. 123.  23. ...   0.   0.   0.]
 [  2.   2.  15. ...   0.   0.   5.]
 [  0.   0.   0. ... 116.   4.   1.]
 ...
 [  0.   0.  89. ...   0.   0.   0.]
 [  2.  37. 103. ...   0.   0.   2.]
 [ 20.  34.   4. ...  15.   3.   1.]]"
obj94,12,"[[  0.   0.   0. ...   0.   0.  10.]
 [  0.   0.   0. ...   0.   0.  17.]
 [  1.  16.  27. ...   8.  21.  43.]
 ...
 [  0.   0.   0. ...   0.   8. 137.]
 [ 17.   0.   0. ...   0.   0.  58.]
 [  6.  38.   5. ...   0.   0.   0.]]"
obj67,134,"[[ 34. 110.  12. ...   0.   0.   1.]
 [ 40.  14.   3. ...   0.   0.   5.]
 [ 43. 115.  23. ...   0.   0.   1.]
 ...
 [  2.   0.   0. ...  33.  29.  32.]
 [ 35.   0.   0. ...  11.  24.   1.]
 [  3.   0.   0. ...  20.  17.  17.]]"
obj4,12,"[[ 51.   0.   0. ...   5.  64.  59.]
 [ 11.   0.   0. ...   0.   2. 112.]
 [  5.   9.  29. ...   0.  34.  86.]
 ...
 [  0.   0.   0. ...   0.   0.   0.]
 [  0.   0.   0. ...   0.   0.   0.]
 [ 56.   0.   0. ...   2.   3.  20.]]"
obj60,304,"[[ 2.  0.  0. ...  0.  0.  0.]
 [13.  4.  3. ... 19.  0.  0.]
 [ 8.  0.  0. ... 64. 19. 14.]
 ...
 [ 3.  3.  0. ...  3. 41. 74.]
 [ 0.  0.  0. ... 55.  9.  2.]
 [32. 11. 20. ...  0.  0.  0.]]"
obj21,224,"[[ 15.   0.   0. ...   0.   0.   0.]
 [ 35.  67.  16. ...   0.   0.   0.]
 [  8.   0.   0. ...  10.   1.   5.]
 ...
 [135.   0.   0. ...  10.   9.  13.]
 [  0.   0.   0. ...  55.  46.   6.]
 [  0.   0.   0. ...  19.   1.   1.]]"
obj85,186,"[[ 31. 141.  81. ...   0.   0.   3.]
 [  0.  11.  45. ...   1.  13.  20.]
 [  0.   0. 103. ...   2.  35.   7.]
 ...
 [ 26.  32.   4. ...  63.   6.  10.]
 [  0.   3.  41. ...   0.   8.  20.]
 [ 32.   7.   2. ...  27.  78.   2.]]"
obj10,306,"[[  0.   0.   7. ...   2.   4.  35.]
 [ 18.   1.   3. ...   0.   2.   2.]
 [  4.  11.  79. ...   0.   0.   5.]
 ...
 [  0.   0.   0. ...   0.   0.   5.]
 [ 66.  83.   5. ...  53.   1.  14.]
 [ 24.  31. 141. ...   0.   0.   0.]]"
